game_id,date,home_team,visitor_team,home_game_number,home_result,home_streak,home_offensive_rating,home_defensive_rating,home_ts_percent,home_assist_percent,home_steal_percent,home_rebound_percent,home_turnover_percent,visitor_game_number,visitor_result,visitor_streak,visitor_offensive_rating,visitor_defensive_rating,visitor_ts_percent,visitor_assist_percent,visitor_steal_percent,visitor_rebound_percent,visitor_turnover_percent
202501080DEN,2025-01-08T14:00:00Z,DEN,LAC,38,W,1W,117.78,114.89,0.596,69.7,8.5,50.8,12.3,39,L,2L,110.73,109.49,0.574,60.8,9.9,51.1,14.9
202501080MIL,2025-01-08T14:30:00Z,MIL,SAS,37,W,2W,112.84,110.64,0.59,60.4,7.8,49.3,13.1,39,L,3L,112.24,112.21,0.569,71.3,7.4,50.3,13.1
202501090CLE,2025-01-09T12:00:00Z,CLE,TOR,39,W,12W,122.23,110.61,0.622,64.9,8.7,49.9,11.7,40,L,4L,109.99,118.19,0.558,68.5,7.8,50.3,14.2
202501090DET,2025-01-09T12:00:00Z,DET,GSW,40,L,1L,112.32,113.58,0.574,61.7,7.4,51.8,14.0,38,W,1W,111.87,111.16,0.556,69.1,8.8,50.5,12.6
202501090ORL,2025-01-09T12:00:00Z,ORL,MIN,40,L,1L,109.08,106.8,0.554,62.8,9.8,50.6,13.8,39,W,3W,111.56,110.19,0.58,63.4,8.3,50.0,14.4
202501090DAL,2025-01-09T12:30:00Z,DAL,POR,38,W,2W,117.0,112.41,0.591,58.9,8.2,50.5,12.7,39,L,1L,109.78,117.43,0.555,57.4,8.2,49.4,14.4
202501090MEM,2025-01-09T13:00:00Z,MEM,HOU,38,L,1L,116.87,108.95,0.593,67.6,8.6,52.9,14.3,39,W,3W,113.58,107.82,0.544,52.4,8.5,52.9,11.4
202501090PHO,2025-01-09T14:00:00Z,PHX,ATL,38,W,1W,114.37,116.62,0.589,68.3,7.8,48.9,12.8,38,L,1L,112.56,114.75,0.573,69.9,9.8,50.4,13.6
202501090UTA,2025-01-09T14:00:00Z,UTA,MIA,38,L,2L,112.34,119.43,0.581,62.7,7.0,52.0,16.1,36,W,2W,113.32,112.07,0.576,65.7,9.0,48.6,12.3
202501100IND,2025-01-10T12:00:00Z,IND,GSW,41,W,5W,115.72,115.95,0.593,65.6,8.1,48.4,12.5,39,L,1L,111.84,111.07,0.556,69.4,8.9,50.7,12.6
202501100ORL,2025-01-10T12:00:00Z,ORL,MIL,41,L,2L,108.72,106.92,0.552,62.8,9.6,50.5,13.8,38,W,3W,113.09,110.51,0.59,60.3,7.8,49.5,13.1
202501100PHI,2025-01-10T12:00:00Z,PHI,NOP,38,L,1L,110.15,113.38,0.561,57.6,9.9,47.6,12.8,41,W,1W,108.11,118.49,0.54,62.2,9.6,48.3,13.1
202501100BOS,2025-01-10T12:30:00Z,BOS,SAC,40,L,1L,121.03,110.42,0.594,60.9,7.8,50.6,10.6,39,W,6W,115.73,113.56,0.581,61.1,8.3,50.9,11.9
202501100NYK,2025-01-10T12:30:00Z,NYK,OKC,41,L,1L,120.39,113.34,0.605,62.7,7.8,51.5,12.0,39,W,1W,114.86,104.02,0.571,59.9,11.7,47.9,10.6
202501100CHI,2025-01-10T13:00:00Z,CHI,WAS,39,W,1W,112.94,116.32,0.587,68.0,7.2,48.8,13.1,38,L,5L,106.43,119.33,0.548,62.0,7.4,48.1,14.2
202501100DEN,2025-01-10T14:00:00Z,DEN,BKN,39,W,2W,118.05,114.6,0.598,69.4,8.5,50.8,12.2,40,L,4L,110.08,116.41,0.572,66.3,7.5,48.1,14.2
202501110PHO,2025-01-11T10:00:00Z,PHX,UTA,39,W,2W,114.83,116.78,0.591,68.3,7.7,49.2,12.9,39,L,3L,111.9,118.95,0.579,62.6,7.1,52.0,16.0
202501110DET,2025-01-11T12:00:00Z,DET,TOR,41,W,1W,112.2,113.51,0.574,61.8,7.4,51.6,14.0,41,L,5L,110.57,118.72,0.561,68.4,7.8,50.2,14.1
202501110MIN,2025-01-11T13:00:00Z,MIN,MEM,40,L,1L,111.55,109.79,0.578,63.4,8.3,50.1,14.3,39,W,1W,116.67,109.06,0.593,67.1,8.6,52.8,14.3
202501110POR,2025-01-11T15:00:00Z,POR,MIA,40,L,2L,109.91,117.52,0.555,57.5,8.2,49.3,14.3,37,W,3W,113.01,111.64,0.574,65.9,9.0,48.6,12.3
202501120DAL,2025-01-12T08:00:00Z,DAL,DEN,39,L,1L,117.1,112.46,0.591,59.0,8.2,50.6,12.7,40,W,3W,118.14,114.27,0.598,69.5,8.6,50.9,12.2
202501120NYK,2025-01-12T08:00:00Z,NYK,MIL,42,W,1W,119.9,113.67,0.602,62.4,7.8,51.4,11.9,39,L,1L,113.11,110.51,0.59,59.8,7.9,49.5,13.0
202501120CHI,2025-01-12T08:30:00Z,CHI,SAC,40,L,1L,113.44,115.9,0.589,68.2,7.3,49.0,13.1,40,W,7W,115.73,113.17,0.58,61.1,8.3,51.0,11.9
202501120BOS,2025-01-12T11:00:00Z,BOS,NOP,41,W,1W,120.44,110.56,0.592,61.0,7.8,50.4,10.7,42,L,1L,108.6,118.49,0.541,62.4,9.5,48.4,13.1
202501120CLE,2025-01-12T11:00:00Z,CLE,IND,40,L,1L,122.66,111.19,0.623,64.9,8.7,50.0,11.6,42,W,6W,115.6,115.52,0.593,65.6,8.1,48.5,12.5
202501120ORL,2025-01-12T11:00:00Z,ORL,PHI,42,W,1W,108.77,107.09,0.552,62.6,9.6,50.5,13.7,39,L,2L,110.39,113.76,0.561,57.5,9.8,47.6,12.7
202501120WAS,2025-01-12T11:00:00Z,WAS,OKC,39,L,6L,106.26,119.69,0.546,62.1,7.4,48.1,14.2,40,W,2W,115.16,103.94,0.574,59.4,11.6,48.0,10.7
202501120UTA,2025-01-12T13:00:00Z,UTA,BKN,40,W,1W,112.03,119.12,0.577,62.6,7.1,52.1,15.9,41,L,5L,109.88,116.54,0.571,66.4,7.5,48.0,14.2
202501120PHO,2025-01-12T14:00:00Z,PHX,CHA,40,W,3W,115.11,116.78,0.591,68.0,7.8,49.0,12.8,38,L,1L,107.53,113.85,0.538,61.2,8.1,51.1,14.0
202501130WAS,2025-01-13T12:00:00Z,WAS,MIN,40,L,7L,105.84,119.97,0.545,62.4,7.3,47.9,14.2,41,W,1W,111.82,110.16,0.581,63.8,8.3,50.0,14.4
202501130NYK,2025-01-13T12:30:00Z,NYK,DET,43,L,1L,120.44,113.51,0.604,62.2,7.8,51.5,11.9,42,W,2W,112.46,113.51,0.576,62.3,7.4,51.6,14.0
202501130TOR,2025-01-13T12:30:00Z,TOR,GSW,42,W,1W,110.64,118.82,0.561,68.4,7.9,50.2,14.0,40,L,2L,111.51,111.08,0.555,69.3,8.9,50.6,12.6
202501130HOU,2025-01-13T13:00:00Z,HOU,MEM,40,W,4W,113.56,107.86,0.543,52.4,8.7,52.8,11.4,40,L,1L,116.85,109.38,0.592,66.7,8.7,52.8,14.2
202501130LAC,2025-01-13T15:30:00Z,LAC,MIA,40,W,1W,110.55,109.98,0.573,60.4,9.8,51.0,14.8,38,L,1L,113.17,111.28,0.575,66.0,9.1,48.5,12.2
202501130LAL,2025-01-13T15:30:00Z,LAL,SAS,39,L,3L,113.97,116.11,0.582,64.9,7.7,48.3,12.2,40,W,1W,112.07,112.48,0.567,71.2,7.4,50.1,12.9
202501140IND,2025-01-14T12:00:00Z,IND,CLE,43,L,1L,115.45,114.98,0.592,65.7,8.1,48.7,12.5,41,W,1W,121.91,111.14,0.62,65.1,8.6,49.9,11.6
202501140PHI,2025-01-14T12:00:00Z,PHI,OKC,40,L,3L,110.24,113.66,0.562,57.3,9.9,47.4,12.8,41,W,3W,115.54,103.61,0.575,59.4,11.6,48.3,10.7
202501140ATL,2025-01-14T12:30:00Z,ATL,PHX,39,W,1W,112.82,115.17,0.575,70.1,9.9,50.2,13.5,41,L,1L,115.28,116.72,0.592,68.2,7.8,48.8,12.8
202501140CHI,2025-01-14T13:00:00Z,CHI,NOP,41,L,2L,113.59,116.11,0.589,68.0,7.2,48.9,12.9,43,W,1W,108.84,118.51,0.543,62.3,9.5,48.2,13.0
202501140MIL,2025-01-14T13:00:00Z,MIL,SAC,40,W,1W,112.96,111.33,0.588,59.6,7.8,49.3,13.0,41,L,1L,115.94,113.32,0.58,61.3,8.2,51.1,11.8
202501140DAL,2025-01-14T14:30:00Z,DAL,DEN,40,L,2L,116.73,112.5,0.589,59.5,8.1,50.3,12.7,41,W,4W,118.03,113.97,0.597,69.0,8.5,51.2,12.2
202501140POR,2025-01-14T15:00:00Z,POR,BKN,41,L,3L,109.6,117.56,0.553,57.7,8.1,49.4,14.3,42,W,1W,109.88,116.39,0.569,66.4,7.5,48.2,14.1
202501150PHI,2025-01-15T12:00:00Z,PHI,NYK,41,L,4L,110.09,113.86,0.562,57.5,9.9,47.5,13.0,44,W,1W,120.44,113.8,0.605,62.3,7.7,51.6,12.0
202501150TOR,2025-01-15T12:30:00Z,TOR,BOS,43,W,2W,110.67,118.56,0.561,68.4,7.8,50.2,14.0,42,L,1L,120.41,110.75,0.591,60.7,7.7,50.5,10.6
202501150CHI,2025-01-15T13:00:00Z,CHI,ATL,42,L,3L,113.54,116.15,0.587,68.0,7.3,49.1,12.9,40,W,2W,113.05,115.21,0.574,69.6,9.9,50.4,13.5
202501150MIL,2025-01-15T13:00:00Z,MIL,ORL,41,W,2W,113.34,111.37,0.589,59.7,7.7,49.4,12.9,43,L,1L,108.8,107.03,0.552,62.5,9.6,50.7,13.7
202501150NOP,2025-01-15T13:00:00Z,NOP,DAL,44,W,2W,109.06,118.35,0.543,62.7,9.5,48.1,12.9,41,L,3L,116.3,112.65,0.587,59.8,8.3,50.0,12.6
202501150SAS,2025-01-15T13:00:00Z,SAS,MEM,41,L,1L,112.62,112.36,0.569,71.0,7.7,50.1,12.8,41,W,1W,116.88,109.65,0.593,65.9,8.9,52.6,14.3
202501150DEN,2025-01-15T14:00:00Z,DEN,HOU,42,L,1L,118.04,113.6,0.598,68.9,8.5,51.5,12.4,41,W,5W,113.74,108.13,0.546,52.8,8.8,52.9,11.6
202501150UTA,2025-01-15T14:00:00Z,UTA,CHA,41,L,1L,112.0,118.88,0.577,62.6,7.1,51.9,15.8,39,W,1W,107.72,114.06,0.539,61.5,8.2,51.3,14.0
202501150MIN,2025-01-15T14:30:00Z,MIN,GSW,42,L,1L,112.07,110.08,0.582,63.4,8.3,50.3,14.4,41,W,1W,111.43,111.09,0.554,69.2,9.0,50.6,12.6
202501150LAL,2025-01-15T15:00:00Z,LAL,MIA,40,W,1W,113.8,116.57,0.58,64.8,7.7,48.3,12.3,39,L,2L,112.78,111.23,0.573,66.1,9.1,48.6,12.3
202501150LAC,2025-01-15T15:30:00Z,LAC,BKN,41,W,2W,110.52,109.67,0.572,60.5,9.8,51.0,14.7,43,L,1L,110.5,116.39,0.572,66.6,7.6,48.4,14.1
202501160DET,2025-01-16T12:00:00Z,DET,IND,43,L,1L,112.78,113.68,0.577,61.8,7.4,51.5,14.0,44,W,1W,115.44,115.22,0.592,65.7,8.2,48.5,12.5
202501160WAS,2025-01-16T12:00:00Z,WAS,PHX,41,L,8L,105.88,120.01,0.545,62.5,7.5,47.6,14.1,42,W,1W,115.32,116.84,0.593,68.1,7.9,48.6,12.7
202501160OKC,2025-01-16T12:30:00Z,OKC,CLE,42,W,4W,115.68,103.64,0.577,59.7,11.5,48.4,10.8,42,L,1L,121.99,111.24,0.62,64.9,8.6,50.1,11.7
202501160POR,2025-01-16T15:00:00Z,POR,LAC,42,L,4L,109.77,117.99,0.553,57.6,8.1,49.3,14.3,42,W,3W,110.98,108.61,0.575,60.5,9.9,51.1,14.7
202501160SAC,2025-01-16T15:00:00Z,SAC,HOU,42,W,1W,115.86,113.67,0.58,61.2,8.1,51.0,11.7,42,L,1L,114.29,108.28,0.548,52.9,8.9,52.9,11.5
202501170BOS,2025-01-17T12:00:00Z,BOS,ORL,43,W,1W,120.0,110.94,0.588,60.9,7.7,50.4,10.6,44,L,2L,108.32,107.25,0.55,62.8,9.7,50.5,13.7
202501170NYK,2025-01-17T12:30:00Z,NYK,MIN,45,L,1L,120.68,114.05,0.606,62.3,7.8,51.7,12.1,43,W,1W,112.53,110.62,0.582,63.2,8.2,50.2,14.3
202501170CHI,2025-01-17T13:00:00Z,CHI,CHA,43,L,4L,112.98,115.9,0.586,67.8,7.2,49.1,13.0,40,W,2W,107.98,114.01,0.541,61.5,8.1,51.4,14.0
202501170MIA,2025-01-17T13:00:00Z,MIA,DEN,40,L,3L,112.78,111.51,0.576,66.0,8.9,48.7,12.5,43,W,1W,117.94,114.14,0.599,68.6,8.4,51.4,12.6
202501170MIL,2025-01-17T13:00:00Z,MIL,TOR,42,W,3W,113.42,110.81,0.591,59.6,7.7,49.7,13.0,44,L,1L,110.86,118.22,0.561,68.6,7.7,50.3,13.9
202501170NOP,2025-01-17T13:00:00Z,NOP,UTA,45,W,3W,109.19,118.2,0.544,62.5,9.5,48.2,12.8,42,L,2L,112.01,118.84,0.576,62.8,7.0,51.7,15.6
202501170DAL,2025-01-17T13:30:00Z,DAL,OKC,42,W,1W,116.2,112.7,0.586,59.9,8.3,50.0,12.6,43,L,1L,115.93,103.72,0.578,59.4,11.5,48.3,10.7
202501170SAS,2025-01-17T14:30:00Z,SAS,MEM,42,L,2L,112.61,112.7,0.569,70.6,7.6,50.0,12.8,42,W,2W,117.1,109.71,0.593,65.6,8.9,52.6,14.1
202501170LAL,2025-01-17T15:30:00Z,LAL,BKN,41,W,2W,114.03,116.47,0.581,65.0,7.9,48.3,12.2,44,L,2L,109.47,116.68,0.567,66.4,7.6,48.3,14.2
202501180DET,2025-01-18T09:00:00Z,DET,PHX,44,L,2L,112.39,113.52,0.575,61.8,7.3,51.7,14.0,43,W,2W,115.58,116.89,0.594,68.3,7.9,48.7,12.8
202501180BOS,2025-01-18T12:00:00Z,BOS,ATL,44,L,1L,120.39,110.81,0.59,60.9,7.6,50.4,10.6,41,W,3W,112.87,114.59,0.572,69.5,9.9,50.4,13.4
202501180IND,2025-01-18T12:00:00Z,IND,PHI,45,W,2W,115.24,114.78,0.591,65.8,8.3,48.4,12.4,42,L,5L,110.46,114.28,0.563,57.5,9.8,47.4,12.9
202501180GSW,2025-01-18T13:30:00Z,GSW,WAS,42,W,2W,111.93,111.58,0.556,69.1,9.0,50.6,12.6,42,L,9L,106.22,120.16,0.546,62.5,7.6,47.7,14.0
202501180MIN,2025-01-18T14:00:00Z,MIN,CLE,44,L,1L,112.99,110.65,0.585,63.0,8.1,50.3,14.3,43,W,1W,121.62,111.61,0.619,65.2,8.4,50.2,11.8
202501180POR,2025-01-18T15:00:00Z,POR,HOU,43,L,5L,109.31,118.08,0.551,57.9,8.1,49.2,14.3,43,W,1W,114.47,108.74,0.549,52.8,8.9,52.9,11.6
202501190MIA,2025-01-19T08:00:00Z,MIA,SAS,41,W,1W,112.86,112.13,0.576,66.0,8.7,48.7,12.4,43,L,3L,112.6,113.39,0.57,70.6,7.5,50.0,12.8
202501190ORL,2025-01-19T11:00:00Z,ORL,DEN,45,L,3L,108.26,107.92,0.548,62.3,9.5,50.4,13.6,44,W,2W,118.39,114.18,0.6,68.6,8.3,51.3,12.4
202501190MIL,2025-01-19T12:00:00Z,MIL,PHI,43,W,4W,113.82,110.83,0.593,59.6,7.7,49.7,13.0,43,L,6L,110.39,114.47,0.562,57.4,9.8,47.2,12.8
202501190OKC,2025-01-19T12:00:00Z,OKC,BKN,44,W,1W,115.65,103.93,0.576,59.6,11.4,48.4,10.8,45,L,3L,109.51,116.58,0.567,66.6,7.5,48.5,14.2
202501190LAC,2025-01-19T14:00:00Z,LAC,LAL,43,W,4W,111.24,108.19,0.577,60.3,9.9,51.2,14.7,42,L,1L,113.98,116.34,0.581,64.9,7.8,48.2,12.1
202501190POR,2025-01-19T14:00:00Z,POR,CHI,44,W,1W,109.07,118.14,0.551,58.2,8.1,48.9,14.4,44,L,5L,113.19,116.09,0.586,67.9,7.2,49.2,13.0
202501190SAC,2025-01-19T14:00:00Z,SAC,WAS,43,W,2W,116.12,113.87,0.58,61.3,8.0,50.9,11.6,43,L,10L,106.49,120.28,0.547,62.5,7.5,47.6,14.0
202501200HOU,2025-01-20T07:00:00Z,HOU,DET,44,L,1L,114.62,108.51,0.549,52.8,9.0,53.1,11.5,45,W,1W,112.6,113.8,0.574,61.5,7.2,51.5,13.8
202501200MEM,2025-01-20T07:30:00Z,MEM,MIN,43,W,3W,117.65,109.77,0.595,65.7,8.9,52.6,14.0,45,L,2L,113.23,111.13,0.585,63.0,8.0,50.2,14.2
202501200NYK,2025-01-20T08:00:00Z,NYK,ATL,46,W,1W,120.47,114.44,0.604,62.1,7.9,51.6,12.0,42,L,1L,112.81,114.4,0.572,69.3,9.9,50.4,13.4
202501200CLE,2025-01-20T08:30:00Z,CLE,PHX,44,W,2W,121.84,111.89,0.619,65.2,8.3,50.3,11.7,44,L,1L,115.82,117.0,0.594,68.0,7.9,48.8,12.7
202501200GSW,2025-01-20T10:00:00Z,GSW,BOS,43,L,1L,112.26,111.71,0.556,68.7,8.9,50.7,12.5,45,W,1W,120.06,110.8,0.588,60.8,7.7,50.4,10.6
202501200NOP,2025-01-20T13:00:00Z,NOP,UTA,46,W,4W,109.67,118.17,0.545,62.7,9.5,48.5,12.7,43,L,3L,112.14,119.11,0.577,63.0,7.0,51.4,15.6
202501200LAC,2025-01-20T15:30:00Z,LAC,CHI,44,L,1L,111.52,108.18,0.578,60.2,10.0,51.3,14.7,45,W,1W,112.95,116.03,0.585,67.6,7.3,49.0,13.0
202501200CHO,2025-01-20T17:00:00Z,CHA,DAL,41,W,3W,108.39,114.22,0.542,61.3,8.1,51.3,13.9,43,L,1L,116.1,112.5,0.587,60.0,8.4,49.9,12.7
202501210BRK,2025-01-21T12:30:00Z,BKN,NYK,46,L,4L,109.39,116.93,0.566,66.7,7.5,48.5,14.2,47,W,2W,120.45,114.35,0.604,62.2,7.9,51.5,12.0
202501210MIA,2025-01-21T12:30:00Z,MIA,POR,42,L,1L,113.3,112.07,0.578,66.1,8.7,48.8,12.3,45,W,2W,109.18,117.77,0.551,58.0,8.1,49.2,14.4
202501210TOR,2025-01-21T12:30:00Z,TOR,ORL,45,W,1W,110.88,118.49,0.561,68.7,7.7,50.3,13.9,46,L,4L,108.15,108.13,0.546,62.7,9.7,50.2,13.4
202501210DEN,2025-01-21T15:00:00Z,DEN,PHI,45,W,3W,118.36,113.93,0.601,68.4,8.3,51.5,12.5,44,L,7L,110.41,114.74,0.562,57.7,9.7,47.1,12.7
202501210LAL,2025-01-21T15:30:00Z,LAL,WAS,43,W,1W,113.83,116.5,0.581,65.0,7.8,48.1,12.2,44,L,11L,106.19,120.18,0.546,62.4,7.5,47.6,14.0
202501220ATL,2025-01-22T12:30:00Z,ATL,DET,43,L,2L,112.75,114.52,0.572,69.1,9.9,50.4,13.6,46,W,2W,112.47,113.39,0.574,61.2,7.3,51.7,14.0
202501220BRK,2025-01-22T12:30:00Z,BKN,PHX,47,L,5L,109.18,116.64,0.564,66.6,7.4,48.6,14.3,45,W,1W,115.33,117.13,0.594,67.9,7.8,48.6,12.8
202501220DAL,2025-01-22T12:30:00Z,DAL,MIN,44,L,2L,115.94,112.54,0.586,59.8,8.4,49.9,12.7,46,W,1W,113.09,111.08,0.583,63.1,7.9,50.3,14.1
202501220HOU,2025-01-22T13:00:00Z,HOU,CLE,45,W,1W,114.18,108.47,0.547,52.8,9.2,52.8,11.6,45,L,1L,121.85,111.5,0.617,65.2,8.4,50.5,11.6
202501220MEM,2025-01-22T13:00:00Z,MEM,CHA,44,W,4W,117.46,109.71,0.594,65.4,8.9,52.5,13.9,42,L,1L,108.54,114.08,0.542,61.5,8.2,51.3,13.9
202501220OKC,2025-01-22T13:00:00Z,OKC,UTA,45,W,2W,116.01,103.94,0.579,60.0,11.4,48.5,10.8,44,L,4L,112.04,118.92,0.575,62.9,7.0,51.6,15.5
202501220SAC,2025-01-22T15:00:00Z,SAC,GSW,44,W,3W,116.12,113.4,0.58,61.3,8.1,51.0,11.6,44,L,2L,111.7,112.17,0.553,69.2,8.9,50.6,12.5
202501220LAC,2025-01-22T15:30:00Z,LAC,BOS,45,L,2L,111.31,108.37,0.576,60.3,9.8,51.1,14.5,46,W,2W,120.32,110.29,0.59,60.9,7.8,50.6,10.6
202501230IND,2025-01-23T07:00:00Z,IND,SAS,46,L,1L,115.4,114.62,0.592,65.8,8.2,48.7,12.5,44,W,1W,112.53,113.82,0.569,70.6,7.4,49.9,12.8
202501230ORL,2025-01-23T12:00:00Z,ORL,POR,47,L,5L,108.0,108.36,0.545,62.3,9.6,50.2,13.4,46,W,3W,109.53,117.7,0.552,58.0,7.9,49.2,14.2
202501230ATL,2025-01-23T12:30:00Z,ATL,TOR,44,L,3L,112.39,114.33,0.57,68.9,9.9,50.4,13.5,46,W,2W,111.07,118.1,0.563,68.8,7.7,50.2,13.8
202501230OKC,2025-01-23T13:00:00Z,OKC,DAL,46,L,1L,116.15,104.15,0.579,59.7,11.4,48.3,10.7,45,W,1W,115.92,112.61,0.586,59.7,8.3,49.9,12.7
202501230MIL,2025-01-23T13:30:00Z,MIL,MIA,44,W,5W,114.09,110.84,0.593,59.9,7.6,49.9,12.9,43,L,2L,113.34,112.37,0.577,66.1,8.6,48.8,12.3
202501230DEN,2025-01-23T14:00:00Z,DEN,SAC,46,W,4W,119.09,113.91,0.604,68.6,8.3,51.9,12.5,45,L,1L,116.3,113.51,0.582,61.3,8.1,50.9,11.5
202501230GSW,2025-01-23T15:00:00Z,GSW,CHI,45,W,1W,111.85,112.45,0.554,69.2,8.8,50.6,12.6,46,L,1L,113.02,115.73,0.584,67.6,7.3,49.2,13.0
202501230LAL,2025-01-23T15:00:00Z,LAL,BOS,44,W,2W,113.73,115.78,0.581,65.1,7.8,48.2,12.2,47,L,1L,120.09,110.21,0.59,60.9,7.8,50.4,10.7
202501230LAC,2025-01-23T15:30:00Z,LAC,WAS,46,W,1W,111.2,108.42,0.576,60.1,9.9,51.2,14.6,45,L,12L,105.74,119.93,0.543,62.7,7.5,47.6,14.0
202501240CHO,2025-01-24T12:00:00Z,CHA,POR,43,L,2L,108.81,114.52,0.543,61.6,8.2,51.1,13.9,47,W,4W,109.46,116.92,0.553,58.0,8.1,49.2,14.2
202501240PHI,2025-01-24T12:00:00Z,PHI,CLE,45,W,1W,110.48,115.57,0.562,58.1,9.6,46.7,12.6,46,L,2L,121.63,111.55,0.615,65.1,8.4,50.4,11.6
202501240MEM,2025-01-24T13:00:00Z,MEM,NOP,45,W,5W,117.77,109.93,0.594,65.6,8.9,52.5,13.9,47,L,1L,109.71,117.94,0.546,62.9,9.6,48.3,12.7
202501250MIN,2025-01-25T08:00:00Z,MIN,DEN,47,W,2W,113.15,111.17,0.583,63.3,8.0,50.3,14.1,47,L,1L,119.15,113.9,0.604,68.4,8.3,51.9,12.5
202501250DAL,2025-01-25T10:30:00Z,DAL,BOS,46,L,1L,116.03,112.67,0.588,59.8,8.4,50.1,12.9,48,W,1W,119.7,110.53,0.587,61.0,7.8,50.3,10.6
202501250BRK,2025-01-25T11:00:00Z,BKN,MIA,48,L,6L,108.79,116.66,0.561,66.2,7.4,48.7,14.3,44,W,1W,112.97,112.7,0.575,66.3,8.4,48.8,12.2
202501250CHO,2025-01-25T12:00:00Z,CHA,NOP,44,W,1W,108.67,114.37,0.542,61.7,8.3,51.1,13.9,48,L,2L,110.09,118.43,0.548,62.9,9.5,48.2,12.7
202501250ORL,2025-01-25T12:00:00Z,ORL,DET,48,W,1W,107.46,108.32,0.543,62.4,9.6,50.3,13.6,47,L,1L,112.33,113.02,0.575,61.3,7.3,51.7,14.1
202501250ATL,2025-01-25T12:30:00Z,ATL,TOR,45,L,4L,112.44,114.4,0.57,69.0,10.0,50.3,13.5,47,W,3W,111.21,118.02,0.565,68.8,7.7,50.2,13.9
202501250CLE,2025-01-25T12:30:00Z,CLE,HOU,47,L,3L,121.81,112.03,0.616,65.1,8.5,50.3,11.7,46,W,2W,114.17,108.57,0.547,53.0,9.2,52.8,11.7
202501250NYK,2025-01-25T12:30:00Z,NYK,SAC,48,W,3W,120.09,114.04,0.602,62.4,7.9,51.4,12.0,46,L,2L,116.24,113.7,0.581,61.4,8.1,50.8,11.5
202501250CHI,2025-01-25T13:00:00Z,CHI,PHI,47,L,2L,112.88,116.08,0.583,67.5,7.3,49.1,12.9,46,W,2W,111.0,115.89,0.564,58.0,9.6,46.9,12.7
202501250MEM,2025-01-25T13:00:00Z,MEM,UTA,46,W,6W,118.26,110.31,0.596,65.6,8.8,52.6,13.8,45,L,5L,112.06,119.0,0.575,62.8,6.9,51.7,15.6
202501250GSW,2025-01-25T13:30:00Z,GSW,LAL,46,L,1L,112.3,112.31,0.556,69.5,8.7,50.7,12.5,45,W,3W,113.99,115.46,0.582,65.1,7.7,48.4,12.1
202501250PHO,2025-01-25T14:00:00Z,PHX,WAS,46,W,2W,115.38,116.53,0.593,67.8,7.8,48.6,12.7,46,L,13L,105.41,119.66,0.541,63.0,7.7,47.6,13.9
202501250LAC,2025-01-25T15:30:00Z,LAC,MIL,47,W,2W,111.14,108.03,0.576,60.4,9.9,51.2,14.7,45,L,1L,114.38,110.53,0.593,60.1,7.5,49.9,12.7
202501250SAS,2025-01-25T17:00:00Z,SAS,IND,45,L,1L,113.11,113.67,0.573,70.7,7.5,50.3,12.9,47,W,1W,115.22,115.13,0.591,65.9,8.2,48.4,12.4
202501260POR,2025-01-26T11:00:00Z,POR,OKC,48,L,1L,109.44,116.61,0.552,57.9,8.2,49.2,14.2,47,W,1W,116.12,104.53,0.579,59.7,11.4,48.2,10.8
202501270CHO,2025-01-27T12:00:00Z,CHA,LAL,45,L,1L,109.08,113.89,0.545,61.8,8.3,51.2,13.9,46,W,4W,114.21,115.4,0.583,65.0,7.7,48.5,12.1
202501270CLE,2025-01-27T12:00:00Z,CLE,DET,48,W,1W,122.02,112.55,0.616,65.0,8.4,50.2,11.6,48,L,2L,112.3,113.14,0.575,61.2,7.4,51.7,14.1
202501270BOS,2025-01-27T12:30:00Z,BOS,HOU,49,L,1L,119.84,110.54,0.587,61.3,7.7,50.3,10.5,47,W,3W,114.65,109.09,0.55,53.1,9.1,52.9,11.7
202501270BRK,2025-01-27T12:30:00Z,BKN,SAC,49,L,7L,108.62,116.52,0.561,66.4,7.5,48.5,14.3,47,W,1W,116.23,114.24,0.581,61.6,8.0,50.6,11.5
202501270MIA,2025-01-27T12:30:00Z,MIA,ORL,45,W,2W,112.9,112.43,0.575,66.2,8.5,49.0,12.4,49,L,1L,107.7,108.37,0.544,62.2,9.5,50.2,13.6
202501270NYK,2025-01-27T12:30:00Z,NYK,MEM,49,W,4W,120.48,114.08,0.603,62.7,8.0,51.5,11.9,47,L,1L,118.43,110.17,0.597,65.6,8.9,52.6,13.8
202501270TOR,2025-01-27T12:30:00Z,TOR,NOP,48,W,4W,111.11,117.29,0.565,68.9,7.8,50.3,14.0,49,L,3L,109.74,118.59,0.547,63.0,9.4,48.2,12.7
202501270CHI,2025-01-27T13:00:00Z,CHI,DEN,48,W,1W,112.53,115.92,0.582,67.5,7.3,49.3,13.0,48,L,2L,118.89,114.42,0.603,68.5,8.3,51.7,12.6
202501270MIN,2025-01-27T13:00:00Z,MIN,ATL,48,W,3W,113.69,111.09,0.585,63.5,8.1,50.4,14.0,46,L,5L,111.84,114.22,0.568,69.3,10.0,50.2,13.6
202501270DAL,2025-01-27T13:30:00Z,DAL,WAS,47,W,1W,115.92,112.97,0.587,59.5,8.2,50.1,12.8,47,L,14L,105.57,119.73,0.542,63.1,7.7,47.4,13.8
